pathway	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6
COMPLETE-ARO-PWY	6125.810799942642	8037.747099841002	7382.71356980181	7325.9784695466515	5753.604977744853	6025.524878710021	5435.563555267202	6090.389482852671	6224.035906595075	5382.366356863004	5889.2636341718835	5732.335037155711	6193.235339959236	6129.026177692697	6343.611244429246	6855.205902920198	7526.703078762537	6405.102206718294	5493.367164246587	6215.296087510418	7346.750474390757	7607.092956410504	6490.903761757353	6247.12061875038	6991.897295076257	6026.7208258016335	8260.299232932795	7307.019885213655	6975.905143255589	6956.844971145946	8078.586374215309	6507.650396935982	6448.718096666459	6064.869453037354	5115.371398462206	5561.143151538525	6696.4790941516185	4402.339235634999	5211.7980777625235	6269.985588735853	5307.101460717896	5818.411782972867	6657.298469376774	7205.452176990914	6573.056241536461	8175.677031004246	6219.0938783743195	6947.411544554476
CRNFORCAT-PWY	1579.4574930736117	2122.877148452179	2109.3726002074013	1895.5910527790954	1535.5955584884293	1669.7465925418376	1567.386583838109	1724.1891075209633	1650.51268220543	1289.1373591852955	1616.317112113369	1461.437335391409	1680.9556903877015	1641.2650360928983	1577.0699880535328	1965.8742427911566	2108.833255826252	1646.8174863905222	1438.2516508006663	1646.4865894116533	2060.844149944997	2175.6390593950237	1681.9081161478937	1711.9916545874567	1985.2158859269339	1512.7746174238105	2008.2969359469394	1888.6476300003994	1661.16451398157	1869.6381998753686	2012.5161962696852	1591.2810370590512	1823.1822019918163	1673.9233107329417	1363.8499006110915	1498.7020893262772	1758.6715528368386	1292.5270468760818	1457.2069749234417	1600.829170883489	1514.4950780674037	1653.8159532052857	1797.0529724629027	1870.775289671551	1736.792335809685	2287.8666348174947	1524.8995261419543	1961.0243090253632
DAPLYSINESYN-PWY	7487.343104064535	9400.954450369753	8891.215375151227	8555.189880434164	6917.6387836801305	7120.738578088315	6446.572790694817	7334.869757313014	7549.878423542311	6266.492813227125	6945.804743429532	6666.423609968887	7235.849517020677	7276.360036369053	7701.709825481798	8150.087703669672	8995.495863287904	7592.407072375705	6477.741000126269	7590.239160404346	8603.987383863114	8839.986202900076	7691.234239924643	7414.723085355591	8444.597261732883	7019.549254004101	9795.01577684012	8702.359856790796	8471.675200210162	8351.501879864392	9619.096374016814	7553.495537347306	8011.975042572891	7347.818554925714	6428.7265089703	6521.79414487494	8160.999752188818	5430.842001263768	6360.528352218124	7580.110778894256	6400.723620906472	7055.454636021515	7839.543036389743	8377.036902198797	7916.064714147798	9886.226606438004	7483.574728141897	8316.918363556113
DENITRIFICATION-PWY	3519.1590347056554	4407.751295377823	4194.788073791115	4100.138219652152	3171.722190637019	3268.145152831715	2926.033706882775	3203.2520649867793	3545.080552429475	2859.0355109039415	3127.475013321516	3002.620860064719	3431.2466974797867	3305.958608862246	3465.688385357856	3762.149076684104	4176.6626874800595	3404.2163786661695	2804.6449028155553	3376.4196685440043	3850.774015833332	4015.1059870126114	3325.13125003853	3256.9800030625215	3253.260164237143	2842.348082263392	3801.2456849704536	3370.6908031268536	3093.744541656357	3088.8990078433976	3644.927859545062	2853.2571815818483	2805.8008811784184	2735.5842570166847	2220.9190193274476	2393.673795761334	3123.26121969762	1960.973103029665	2231.1488220281058	2679.066107411486	2175.797586377806	2569.057436829641	3106.309671498064	3356.473387077008	2944.743553869783	3473.4480416127544	2644.7696125533844	2985.6856164500246
DTDPRHAMSYN-PWY	5845.043162622611	7475.605414493657	7223.507928983857	6915.037303395543	5565.848678138908	5563.070484658655	5305.763666498561	5876.22242959726	5889.844027986833	5150.899427555	5605.618858910395	5347.711651296529	5856.144387994503	5280.379964050729	6065.23055420314	6512.079218805687	7433.043352798059	6188.740711278572	5170.25270609502	6106.454979344244	6908.840891692175	6752.518445846798	6130.880676657821	5908.337759538861	6656.610892956092	5716.094118414786	8011.40652723435	6916.90716120782	6645.637413172916	6394.436277621748	7348.817972841434	5943.150064868031	6238.52394602819	5795.34572663958	5084.182651195115	5321.019706292589	6483.920633919973	4097.629963390424	4960.832958559807	6146.228114000424	4935.488407407295	5633.415399154032	6308.587323844571	6925.29425554684	6388.349647625327	7462.743296197213	5802.7557712777525	6563.140822343338
ECASYN-PWY	381.9221038704356	516.2453839553175	587.7062330182458	517.7078227269142	371.0894345660151	462.4936617225454	335.052050998588	409.7098795231503	472.1355626618311	395.8908155861745	386.58848815251616	419.1333721544235	423.6917188060929	413.82883006240394	406.2044637918655	510.8025953291028	563.25536218537	464.00725431150556	336.9652093486234	478.2905385439009	454.88822578308395	609.4433701630411	479.9823943714371	412.3037181910581	657.7464374569312	470.7204110940252	609.9543017079958	508.43890534986303	591.5030479129613	693.6168525393012	577.9590044125837	448.5658241805592	610.6420917854358	561.879168903333	389.82096772292033	347.60757875522967	565.9849817129108	322.8948326408003	460.9874249707829	525.0198306878596	427.0924632454568	453.9063100610122	574.9492562862031	522.9446249074894	571.4725250567114	600.4573842779984	599.6227873752849	452.49895841201464
FAO-PWY	12395.150173423295	16563.14379420949	15733.165132900736	15382.61378140982	11357.237274465788	11792.954089045435	11571.627735599433	12439.91531110188	12429.120843057726	11132.008675432317	12694.829291261907	11882.991634184722	12644.575912137305	11718.88120179671	13070.565905391359	14295.029689307303	15533.51655355369	13386.992633442147	11122.94324896592	13310.637307955483	15287.47439745564	15113.052400028599	13550.884515221238	13109.15965083843	12725.030396825114	11293.71774130711	16440.64885158485	13666.733759747809	12927.426297167018	12450.76188928493	15766.498004592568	12044.35193899748	11562.952664888333	11481.561166925665	10029.687004056026	10754.469689456693	12091.941304742075	8277.528829599927	10067.777584063751	12012.92302554376	9521.158336784592	10649.425235361397	12964.244026222234	13618.003859331422	12173.47686771047	15302.926602552276	11719.104864111474	12721.222202388919
FASYN-ELONG-PWY	7312.4080575738235	9124.804645547665	8716.55610304062	8468.99438234529	6803.110456619098	6753.4405382056275	6481.005830088652	7026.546626549841	7103.563390526919	6181.509975295774	6819.287844308208	6620.084897848193	7265.620735177942	6869.961541866305	7497.8951641965405	8032.638850785813	8960.306085349972	7240.288548966266	6133.872639562813	7442.88214883186	8391.049664327908	8679.78851657837	7534.831098754834	7193.164501362121	8970.547380092576	7225.427616301508	9947.682971123199	8663.496302488415	8688.57123726615	8430.518405579816	9525.81705864345	7647.078563002849	8225.161308382309	7575.74820231495	6533.562058869499	6739.846325573214	8286.274085649504	5291.249927482934	6738.215634372424	8139.315817553336	6839.5129015835055	7329.574539775781	7904.032338636281	8273.638448634354	8045.031072301499	10004.868132718479	7509.449495512231	8437.936512210103
FASYN-INITIAL-PWY	1754.4508404649657	1601.0543577825795	1655.5082647287122	1591.0711268358932	1547.4563087157871	1803.922547139201	1240.8189764678953	1567.1191302393167	2104.6734241780255	1370.911579284595	1377.4954907642532	1144.9083741215882	1409.9436083868263	1994.7166244272944	1799.0668068479974	1721.6908873071604	1631.387740346666	1416.970507261979	1390.1648943654404	1479.5112145069334	1656.9556366000331	2268.2602100825875	1655.1953418974576	1347.9564878939743	1759.3330924064728	1150.7946949433478	1683.234749675517	1779.4019136717636	1751.693129541027	1965.7473308592023	1865.480036777293	1396.444344908964	1996.790975418075	1212.5506727856025	1224.0610643984585	1143.423555155917	1932.2602752570797	1312.091717632142	1145.0112717040245	1339.829239654267	1207.4846348457254	1493.3356688423403	1447.9240520063959	1363.7429252506247	1580.5088788882215	2154.4148574106634	1692.0494860113943	1874.3238631979475
FERMENTATION-PWY	6654.085402146934	8325.518948848603	8005.407348987952	7597.588811028974	6137.634204551251	6160.940743297363	5721.955992538189	6622.493042066492	6656.3929369442685	5538.8180999716205	6287.984509489554	5913.545015559744	6426.240110744095	6234.485791582766	6767.456090819872	7276.102537158138	8247.71847754869	6889.590405363565	5560.958416092347	6562.431683102186	7628.403573939492	7938.680845687351	6791.320250583291	6424.185707917366	8828.539257927634	7145.578765940466	9730.44660639925	8612.472626065517	9040.650506123677	8559.901178186958	9189.384879539579	7582.905112948217	8290.043088293585	7262.807810639156	6633.969671545299	6831.37100404142	8274.26378371438	5541.5180280132245	6673.081879804689	8221.957623073093	6891.931032356478	7576.791179020966	7586.605622118236	8209.886609178131	7410.261506163795	9851.607597548877	7672.512919891971	8635.772557680733
FOLSYN-PWY	1696.2005462563038	2220.333099754368	2072.7176056944754	2039.877049861015	1660.3566253598528	1644.7730830944784	1420.889166535829	1742.824866233325	1705.1369803178238	1467.5423504866508	1647.7004068924664	1555.7600798627288	1714.5656550618955	1736.4886388993325	1832.8069902042732	1950.6600208379023	2094.773280392697	1780.77294309199	1510.7693482360487	1756.63814368744	1987.915597280538	2095.7893553739023	1845.8944230380298	1742.0793164926642	1699.7611450603158	1411.1218906300624	1925.7126835581835	1782.6189193499195	1521.4179429961623	1577.9080888868702	2012.4283942750235	1639.4140767609024	1459.7485011744227	1438.068401748418	1230.4940512408268	1316.3421770224813	1536.6867272491984	1042.5058101479653	1254.2546948041704	1451.5315563052943	1191.1239256338206	1375.7586576955819	1717.8564566184718	1691.511805677806	1552.306318901395	1950.2423220573444	1487.0521878573315	1659.6454251093453
FUC-RHAMCAT-PWY	312.2321294769997	426.95617324040825	450.9401090008619	396.20239589352553	305.76813211177625	303.7259514707655	299.36472130915837	343.745577586893	293.9201408488039	272.5966789611838	329.4608294254592	316.3584017084727	325.83126069401237	314.57417441344126	327.4887558713952	375.5661387185413	365.1945128734204	368.91825672278253	306.0961681699849	352.94181949798156	375.1629738003309	437.681021534079	364.10630350776427	326.67637774025457	436.3224340722636	341.10171697853445	478.6635426571643	422.77340214360476	412.1469892024535	441.6338002258159	432.29482413331715	364.0218392340122	383.6339105342901	368.43537227376544	334.8669409222297	329.7944148912714	407.5420759498391	288.95291813668894	336.91333019051547	392.64881896137683	332.26492559062467	346.72910378073465	398.30955708834165	385.77453551414044	383.49412327629767	489.8208976191263	391.37346799685645	420.2604304057241
FUCCAT-PWY	314.6360013067625	407.2599366865986	422.64689677255274	365.0547745006709	348.08563783781597	348.226614686195	279.88828519960487	378.3230371664648	325.20324533529384	278.0248599719581	387.91040349786783	319.7816359750315	347.8860560747664	352.6730330644811	352.3439938960815	425.3151365568052	451.4677445569602	362.16147518027856	276.4732605336006	313.0207263811202	371.6855329487125	515.3232250971091	392.3564369292701	333.74414947037315	414.3404509366083	352.7522304977363	558.6945749214691	427.1537811884181	404.5030470914127	434.3613709814595	430.29154879993365	398.36751476626785	366.8843761520766	352.6337354179517	402.7616321386914	342.7901294893721	401.15746493522556	298.3715808170515	323.7934776514753	411.92382903436066	316.3072926336737	354.54035793861857	402.7754333722242	381.6250520496923	394.03140742712856	478.650023603726	371.9642988083796	399.2712866121578
GALACT-GLUCUROCAT-PWY	139.6881677709049	229.50509937175917	230.45955507817592	145.5798235157252	140.7209964617006	296.43084848328976	190.56381662161365	181.9701567665667	139.27235484373318	155.22668449555474	179.75956231120333	170.50907688153373	197.70828015135575	424.184300162629	203.64958120279246	163.23961058282276	231.05767140450433	189.32872312254344	140.96520362037162	136.0886379458592	177.1020874409682	546.5936923183488	222.54320414482856	190.60845742512615	78.04673676759528	133.25654541307355	172.7295205469636	135.65395611746138	65.5501397560493	294.26810252281695	148.8574576842464	131.2058154665048	43.99518676465877	109.95824040897801	93.60357071933785	106.0148988453375	114.74992891293226	263.50344457109196	166.42031043198563	114.88050788534738	93.19820964757619	118.30865295355002	115.05930379772032	122.94952539304995	69.37311647174153	395.14057248151784	126.59646228883291	135.2860834539938
GALACTARDEG-PWY	4483.029710702179	6053.2294124277205	5711.064287139354	5765.5217737797975	4257.782797431509	4207.979615555273	4104.582511984268	4533.309171505567	4340.085968099307	3957.51669049568	4538.185730329741	4487.832638782088	4659.857170430419	4292.278841940987	4476.162537233053	5325.23708577699	5927.5892159814175	4944.337596602912	4153.157962292089	4966.357001444533	5725.2585732100215	5548.435847665791	4935.699620073348	4673.674282017337	5000.040880797966	4123.786384594128	5826.488821630728	5122.663354074707	4940.028098862978	5038.147044445347	5773.573620077278	4723.580359865346	4540.939990758907	4298.075281961755	3810.015415701971	4000.438981484937	4687.5929741712525	3211.430209149496	3751.478672514398	4705.16550002498	3600.3938064379363	4023.9135744691475	4748.531066705636	5170.158314694703	4557.495653875425	5862.1985101887085	4641.881164929213	5179.860088080525
GALACTUROCAT-PWY	669.9647195707562	766.8010801248585	809.3382722408143	805.6242501515306	523.5169398941679	669.3142433009535	569.5930738875855	602.0745330466063	623.9234524421107	431.3098899176354	686.3654604116429	581.4880016310414	564.5175275807472	695.9027736661055	530.7085981653155	704.0772666859499	722.3403717644319	620.82826169998	542.8054502040006	657.6939056591116	658.8526410868955	926.2753247086092	692.3151768472957	554.9364935280198	884.9311541601243	733.7621985738697	1149.0832839176321	991.5649778874272	955.6048150441272	795.4563841010898	1209.7861776138773	985.0168719928924	815.0351470761315	749.5884010884225	714.9326727441222	794.5804824697454	879.2804194946837	611.4109817046547	719.5010516573847	895.4323207060545	654.4805808496569	841.7666543564085	940.9873023420186	870.8408009988466	785.1594550624619	1014.7579862356472	892.1777945412666	965.1266051861643
GALLATE-DEGRADATION-I-PWY	790.5688343558284	965.9155852446896	876.2312690399127	998.214471688757	762.3165805238577	776.7249769750944	656.158219232925	730.569998418375	723.7774510619141	658.2625239017718	731.7033422792092	658.4462888265061	793.3907735216916	814.3776322308545	784.6850804964974	833.7778557357585	969.0042435059618	858.5158269999216	665.727759146041	711.5009966445938	883.403203217865	1048.0548836958378	791.5184644570011	738.0396997361544	1076.2754048430893	861.6753855251785	1152.821420286221	1022.6266014494909	1023.6617142962908	1166.3275079333052	1058.6228472854866	850.3211992132087	993.932546909879	896.148453255091	733.6257405521541	717.8084227301005	990.9820431405597	716.6104389157159	768.6978067219164	865.6840721055859	828.3810827086666	905.900385823269	891.0092573533175	1011.6844175097062	1016.7051060035178	1306.1889760158208	1019.1648396057055	993.6223537620299
GALLATE-DEGRADATION-II-PWY	594.2201469112439	709.4614271381404	691.6144967485947	708.1221186859515	501.93553599019714	530.449356889988	496.4344248806978	550.7895803364256	544.0947752541921	460.72858631198693	554.7161536223884	510.359350577617	542.7074118034291	522.4547826947575	570.3228922376762	648.343278372334	728.5988520655317	624.0611190173021	489.7002231775085	549.7820771585706	654.8355436580179	638.8583791946795	611.0340560192857	569.3286351736289	822.816553534448	656.994957188995	911.5220188210784	770.7211401671544	796.7708956495874	862.5855652182535	842.316562595103	676.3594732022169	765.4320618607189	702.3944099378882	588.8490061858105	551.7831135348396	729.4635804035258	546.7492347014105	591.259572726174	697.9827480299183	636.9193674988765	671.4643178125176	698.424962347837	777.2307122938515	767.1402441031063	998.9814291494099	779.9865980853916	778.4237879272367
GLCMANNANAUT-PWY	1108.8539437818354	1312.1750287891698	1318.1223624006052	1258.2484944008388	1047.6470840413488	974.6322949900397	994.7039616599402	1114.2556283471765	1027.6258540626766	934.209961576891	1080.2546795812123	964.745159876652	1052.177775579226	914.6434760259768	1115.6977594757761	1225.3321576261906	1226.5564010775067	1029.4393236511585	888.0886182942656	1202.7815013286922	1285.1498890937062	1192.042966482285	1134.3791840107033	1178.4017418526741	1267.319338766588	912.6039960833409	1484.6821298075365	1330.5108588337766	1217.640717198536	1100.2173426629054	1303.796317511172	1154.6167166219461	1000.6454909303056	1084.6688861560112	953.0304061526576	1041.2102001150836	1177.0694925354514	726.3246930552323	1016.585339994812	1092.1562625676306	953.3970911400118	1066.469067102951	1125.738653792034	1264.6856268942124	1053.339963170398	1345.3322525456251	1067.0801756512276	1221.070859013078
GLUCARDEG-PWY	4483.029710702179	6053.2294124277205	5711.064287139354	5765.5217737797975	4257.782797431509	4207.979615555273	4104.582511984268	4533.309171505567	4340.085968099307	3957.51669049568	4538.185730329741	4487.832638782088	4659.857170430419	4292.278841940987	4476.162537233053	5325.23708577699	5927.5892159814175	4944.337596602912	4153.157962292089	4966.357001444533	5725.2585732100215	5548.435847665791	4935.699620073348	4673.674282017337	4767.69765918658	4101.220845812438	5767.703624586391	4950.4312164669545	4686.984723103063	4533.696020213926	5773.573620077278	4695.997980326259	4192.219481749264	4173.658769793791	3685.1767106238945	4000.438981484937	4339.516515366915	2893.914448316468	3561.831819095806	4490.072796015252	3471.4522428340024	3886.2120674279167	4748.531066705636	5170.158314694703	4398.009189907055	5588.6645154542175	4294.465856602154	4868.606591685869
GLUCARGALACTSUPER-PWY	4483.029710702179	6053.2294124277205	5711.064287139354	5765.5217737797975	4257.782797431509	4207.979615555273	4104.582511984268	4533.309171505567	4340.085968099307	3957.51669049568	4538.185730329741	4487.832638782088	4659.857170430419	4292.278841940987	4476.162537233053	5325.23708577699	5927.5892159814175	4944.337596602912	4153.157962292089	4966.357001444533	5725.2585732100215	5548.435847665791	4935.699620073348	4673.674282017337	5000.040880797966	4123.786384594128	5826.488821630728	5122.663354074707	4940.028098862978	5038.147044445347	5773.573620077278	4723.580359865346	4540.939990758907	4298.075281961755	3810.015415701971	4000.438981484937	4687.5929741712525	3211.430209149496	3751.478672514398	4705.16550002498	3600.3938064379363	4023.9135744691475	4748.531066705636	5170.158314694703	4557.495653875425	5862.1985101887085	4641.881164929213	5179.860088080525
GLUCONEO-PWY	8747.727550325042	10805.350258092867	10320.970012503249	9846.670352304936	7884.3129608670415	8203.396471074035	7504.372117937164	8376.649898741518	8687.500379273499	7282.218996692467	8014.474117035687	7676.256868694277	8370.292653028408	8407.540101380777	8843.023609836944	9452.316733364809	10282.818240462426	8762.68952186722	7391.851824927836	8590.479820237671	9989.184141581056	10415.204526754633	8775.32795922763	8399.183003258842	9765.334515426906	8333.210430761432	11209.39080691424	10017.679052153202	9666.999194815018	9402.798142448362	10961.429347191752	8723.320727375958	9151.273121800848	8375.09702052297	7234.350401491177	7516.490466516846	9281.962608052881	6271.606321332581	7372.987596828437	8717.373451828975	7377.415687012342	8154.095000577338	9152.070300981068	9714.99362154429	9038.672206633322	11086.158069617026	8448.19503508634	9436.034366987493
GLUCOSE1PMETAB-PWY	1702.2157353026691	2165.347950689169	1855.4372133866718	2003.6873526313148	1413.2015688291647	1507.5654505768632	1378.0585762892788	1717.615274463007	1657.21303429778	1405.5978260869563	1523.9795969146553	1447.0571336137173	1590.8278956943602	1652.0940351725387	1715.9456821313731	1764.5331598125977	2018.7085002654821	1717.6686770757	1464.8139945652172	1653.5317301650769	2144.8715976626877	2163.4200117485802	1743.2077305735033	1682.5096923350525	1848.6949997430493	1741.503465434512	2358.019150889773	1889.5361004534361	1956.4538548403648	1947.8600496802494	2133.5171038919852	1722.1829767865268	1789.0579962934698	1832.0733356651508	1425.3582802547771	1560.4087139660392	1814.7261987121497	1374.3320748902072	1436.665452091768	1862.6969475518583	1508.925467086319	1605.990553885788	1832.2548283553667	2095.8214069744004	1815.4094081597912	2331.0738242963766	1514.1178952302823	1905.3070743715984
GLUCUROCAT-PWY	99.86166630901928	169.12452084101213	169.06196462626622	103.06083766130027	102.60646434234393	230.85327837961225	142.20941769324236	134.24197106024425	99.93502763417811	116.60014389169753	131.03993278652194	125.37132620442972	148.24702663871238	352.46194144205424	154.18800181023866	117.47871242373702	171.5869105105543	139.83034605436345	102.4766728008983	97.1103554297728	128.99074553962473	451.1690754982048	165.41610242578543	142.58181759389802	53.54858200268545	94.28247010818895	120.98586590456345	94.61852239744418	44.683571689330655	222.410014246505	103.40882332969852	91.47925509881172	29.844961364830905	76.88292075719434	65.13204392486952	73.8780884950827	79.88434664812657	204.3296844259991	119.91213852279179	79.90726410203084	65.09888765834478	82.66125808378216	79.88351064319752	85.79611523200296	47.588608336676415	301.14722435202196	88.52705126908076	94.48689114118315
GLUTORN-PWY	7056.9775013978915	9032.644400471416	8498.992292534052	8156.6769225978705	6496.960206791822	6488.035137667813	6256.366202353937	6889.732802329345	7091.3110999879955	6117.7752451494025	6734.934589966639	6377.963512553585	6873.975740408264	6599.448191041972	7122.689859164409	7841.259483520028	8707.148857786351	7416.093790558039	6163.923586614707	7255.079497895077	8266.577353976687	8379.785534997844	7154.842670095428	6955.132643771361	7872.973003344055	6575.2219309601915	9289.01127459035	8204.89564777755	7895.182464275084	7472.390897818505	9089.091436417213	7158.54268645979	7224.424599894285	6751.945546250151	5912.422516031835	6099.725198446253	7426.03039409802	4852.592935979418	5904.653329665506	7174.372273013794	5879.718657978389	6596.2525843387375	7567.936474681603	7895.060066722399	7367.410512217747	8888.6252969416	7003.520971184833	7685.021229874916
GLYCOCAT-PWY	2486.96561414946	2740.0809461308304	2690.2437184991077	2576.648099712718	2472.7208106062426	2854.275946221753	2061.4526570136177	2438.0636614502273	2760.4237696417613	2054.8641596210514	2277.5219431038854	2112.590784703395	2660.465588793906	2701.589903724831	2640.223053867751	2761.3361507625855	2987.6559684938065	2523.635511736572	2238.230971017956	2406.4903434199896	2542.6497405387954	3517.8413240767277	2351.4058924836595	2382.5716236524063	2480.4739011270053	2053.9442124700026	2955.6463013612524	2618.3771503899943	2326.4887435076234	2677.2283062411007	2738.5091563393908	2182.193654491443	2283.296508002008	2260.1694850624763	1697.630753407533	1750.4108867066552	2569.222766759063	1592.6392978215326	1979.9646098323622	2095.763763489192	1639.715089310925	2127.8566916635623	2543.570385675076	2764.078225797352	2225.500252488024	2816.770595675496	2083.6014595392617	2510.8898660605105
GLYCOGENSYNTH-PWY	8786.334989634317	11827.245568724313	11378.678486639015	11126.167270119953	8104.8495247279025	8034.49523585478	8379.519319157567	8997.948985834853	8874.135981145702	7849.1134348972155	8932.590784243657	8825.138235900895	9015.58051580217	8046.029590168367	9031.828629296115	10262.060346916573	11533.200253545183	9614.691809454322	7963.111882513764	9691.830935986593	11103.134357447036	10513.500397899417	9728.404525983276	9162.474888199948	9884.00940546244	8599.607761648718	12139.533642175658	10396.992600358382	9900.901891801921	9519.062799679748	12051.371979146174	9544.34973999792	9218.584686898446	8874.383787408677	7804.679051052617	8162.27045979617	9055.283613420268	6191.691008418213	7703.786207735567	9202.591150162634	7348.884565044903	8289.667449045606	9838.358976498826	10561.976610342548	9044.56382802434	11417.73177142243	8883.320079719522	9794.955545792942
GLYCOLYSIS	7309.184611923066	9184.047482074098	8805.659328432184	8447.845486247325	6588.1275200169375	6981.598727619004	6487.2421916454	7241.684613697122	7053.512256888481	5966.5556908933095	6758.872368380503	6449.4196367236	7080.5377124261795	7204.464914936604	7601.809512192307	8015.747696355314	8667.085739892766	7400.846291863854	6203.553028401453	7282.628496283471	8368.515474309754	8870.19640427084	7499.226014442494	7140.96150790967	8185.679104950736	7046.410992526139	9391.949135308349	8390.47086472719	7997.973096737383	7921.330089706611	9121.788928592436	7318.499295633442	7602.195074759139	6967.111316983785	6155.592764343614	6354.931516121409	7626.757261489317	5137.116700394144	6124.214358967298	7299.08962245962	6180.72680846604	6902.338767357811	7505.963201804369	7985.107543129921	7470.587000979215	9197.09705224535	7071.537338816189	8032.710103710334
GLYCOLYSIS-E-D	4988.017136983038	5467.830271605194	5358.587351567942	5177.820899369933	4547.934077648321	4870.956315342354	4156.688429492533	4640.398907853876	5147.947204913551	3654.19508947046	4176.46881993177	3797.8165595059036	4300.886181763727	4984.011328750703	5312.2099038708175	5156.053509023238	5313.656789650913	4585.636496226508	3902.647269761784	4330.550739444565	4852.895317422672	6247.04926407878	5089.686197132831	4521.464829010118	5754.569214647633	4802.957166567275	6401.382157983501	5796.260775662391	6020.175016140358	6121.256995687189	6471.186344623718	4857.934806626201	6019.322142730842	4984.34612228	4421.618255888326	4080.7437176631915	5663.964435637608	3877.0637639802017	4562.871080565317	5175.222434064396	4471.437748129942	5071.379869660256	5008.119601682415	4888.390977932088	5653.776891116617	6564.114757925623	5431.563191384684	5659.384755234329
GLYCOLYSIS-TCA-GLYOX-BYPASS	7776.485229854447	9733.946517248947	9322.314936642519	8954.092940259994	7047.547881107166	7409.211714461404	6866.928471435267	7709.566058328076	7720.363252997605	6411.707112805512	7245.79280037673	6941.551547410672	7585.999819456281	7694.922639390023	8049.673280504614	8448.208463648934	9337.992321845484	7912.710689807937	6555.151628210476	7825.266456451203	8821.134821099713	9519.635539308625	8004.413681282109	7628.937918586786	8733.41916966419	7411.341839471854	10036.092630851505	9031.225057722693	8741.457864111433	8682.384591808637	9938.832845725254	7830.228082156495	8213.09882449954	7479.909460936037	6491.701240320257	6826.916837742793	8243.687777753401	5655.702845477723	6707.766363304863	7983.1478467805	6534.985723184937	7359.221448101052	7928.881616961138	8441.396148452577	8045.801383799183	10127.181044447168	7805.407328553362	8613.51555925839
