Taxonomy_highest	Subphylum	Class	Taxonomy_intermediate	Taxonomy_intermediate.1	Taxonomy_intermediate.2	Taxonomy_intermediate.3	Taxonomy_intermediate.4	Taxonomy_genus
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Frutidella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Japewia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Lecania
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Niebla
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Ramalina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Rolfidium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Schadonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Speerschneidera
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Squamarina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Szczawinskia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Toninia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Rhizocarpaceae		Catolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Rhizocarpaceae		Rhizocarpon
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Sphaerophoraceae		Austropeltum
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Sphaerophoraceae		Bunodophoron
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Sphaerophoraceae		Leifidium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Sphaerophoraceae		Sphaerophorus
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Stereocaulaceae		Lepraria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Stereocaulaceae		Stereocaulon
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Tephromelataceae		Tephromela
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Coccocarpiaceae		Coccocarpia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Coccocarpiaceae		Steinera
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Collemataceae		Collema
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Collemataceae		Leptogium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Collemataceae		Physma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Collemataceae		Staurolemma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Degelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Erioderma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Fuscoderma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Fuscopannaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Joergensenia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Leioderma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Moelleropsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Pannaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Parmeliella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Protopannaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Psoroma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Psorophorus
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Vahliella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Collematineae	Pannariaceae		Xanthopsoroma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae			Massalongia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Lobariaceae		Dendriscocaulon
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Lobariaceae		Lobaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Lobariaceae		Lobariella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Lobariaceae		Pseudocyphellaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Lobariaceae		Sticta
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Nephromataceae		Nephroma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Peltigeraceae		Peltigera
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Peltigeraceae		Solorina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Placynthiaceae		Koerberia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Placynthiaceae		Leciophysma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Placynthiaceae		Leptochidium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Placynthiaceae		Placynthium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Placynthiaceae		Polychidium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Arctomiaceae		Arctomia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Arctomiaceae		Gregorella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Arctomiaceae		Wawea
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Coccotremataceae		Coccotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Coccotremataceae		Gyalectaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Hymeneliaceae		Hymenelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Hymeneliaceae		Megaspora
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Hymeneliaceae		Tremolecia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Thelenellaceae		Chromatochlamys
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae			Thelenellaceae		Thelenella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Agyrium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Anzina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Orceolina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Placopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Placynthiella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Rimularia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Sarea
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Schaereria
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Trapelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Trapeliopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Agyriaceae		Xylographa
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Agyriales		Anamylopsoraceae		Anamylopsora
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Baeomycetales		Baeomycetaceae		Ainoa
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Baeomycetales		Baeomycetaceae		Baeomyces
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Baeomycetales		Baeomycetaceae		Phyllobaeis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Coenogoniaceae		Coenogonium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae		Ingvariella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae		Leucogramma
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae		Phaeotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae		Ramonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae		Sarcographina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Fissurinoideae	Clandestinotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Fissurinoideae	Dyplolabia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Fissurinoideae	Fissurina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Asterothyrium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Aulaxina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Calenia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Echinoplaca
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Gomphillus
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Gyalectidium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Gyalideopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Gomphilloideae	Tricharia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Acanthothecis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Acanthotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Ampliotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Carbacanthographis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Chapsa
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Chroodiscus
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Diorygma
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Diploschistes
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Glyphis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Graphina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Graphis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Heiomasia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Hemithecium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Leiorreuma
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Leucodecton
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Myriotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Nadvornikia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Ocellularia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Pallidogramme
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Phaeographis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Platygramme
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Redingeria
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Sarcographa
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Stegobolus
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Thalloloma
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Thecaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Thelotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Topeliopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Graphidaceae	Graphidoideae	Wirthiotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Gyalectaceae		Belonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Gyalectaceae		Cryptolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Gyalectaceae		Gyalecta
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Gyalectaceae		Petractis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Odontotremataceae		Bryodiscus
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Odontotremataceae		Coccomycetella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Odontotremataceae		Odontotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Porinaceae		Porina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Porinaceae		Trichothelium
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Sagiolechiaceae		Rhexophiale
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Sagiolechiaceae		Sagiolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Solorinellaceae		Gyalidea
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Absconditella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Acarosporina
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Conotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Cryptodiscus
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Cyanodermella
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Glomerobolus
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Neobelonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Ostropa
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Schizoxylon
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Ostropales		Stictidaceae		Stictis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Icmadophilaceae		Dibaeis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Icmadophilaceae		Icmadophila
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Icmadophilaceae		Siphula
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Icmadophilaceae		Thamnolia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Megasporaceae		Aspicilia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Megasporaceae		Lobothallia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Ochrolechiaceae		Ochrolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Pertusariaceae		Loxosporopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Pertusariaceae		Pertusaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropomycetidae	Pertusariales		Pertusariaceae		Varicellaria
Ascomycota	Pezizomycotina	Leotiomycetes						Collophora
Ascomycota	Pezizomycotina	Leotiomycetes						Darkera
Ascomycota	Pezizomycotina	Leotiomycetes						Leohumicola
Ascomycota	Pezizomycotina	Leotiomycetes						Microglossum
Ascomycota	Pezizomycotina	Leotiomycetes						Rhexocercosporidium
Ascomycota	Pezizomycotina	Leotiomycetes						Scytalidium
Ascomycota	Pezizomycotina	Leotiomycetes						Xylogone
Ascomycota	Pezizomycotina	Leotiomycetes				Ascodichaenaceae		Pseudophacidium
Ascomycota	Pezizomycotina	Leotiomycetes				Cudoniaceae		Cudonia
Ascomycota	Pezizomycotina	Leotiomycetes				Cudoniaceae		Spathularia
Ascomycota	Pezizomycotina	Leotiomycetes				Cyttariaceae		Cyttaria
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Arthrocladiella
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Blumeria
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Brasiliomyces
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Caespitotheca
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Cystotheca
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Erysiphe
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Golovinomyces
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Leveillula
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Microidium
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Neoerysiphe
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Parauncinula
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Phyllactinia
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Pleochaeta
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Podosphaera
Ascomycota	Pezizomycotina	Leotiomycetes				Erysiphaceae		Sawadaea
Ascomycota	Pezizomycotina	Leotiomycetes				Myxotrichaceae		Byssoascus
Ascomycota	Pezizomycotina	Leotiomycetes				Myxotrichaceae		Gymnostellatospora
Ascomycota	Pezizomycotina	Leotiomycetes				Myxotrichaceae		Myxotrichum
Ascomycota	Pezizomycotina	Leotiomycetes				Myxotrichaceae		Oidiodendron
Ascomycota	Pezizomycotina	Leotiomycetes				Myxotrichaceae		Pseudogymnoascus
Ascomycota	Pezizomycotina	Leotiomycetes				Pseudeurotiaceae		Connersia
Ascomycota	Pezizomycotina	Leotiomycetes				Pseudeurotiaceae		Pseudeurotium
Ascomycota	Pezizomycotina	Leotiomycetes				Pseudeurotiaceae		Teberdinia
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Coccomyces
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Colpoma
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Cryptomyces
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Elytroderma
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Hypoderma
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Hypohelion
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Lirula
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Lophodermium
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Lophomerum
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Marthamyces
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Meloderma
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Meria
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Phacidiopycnis
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Potebniamyces
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Propolis
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Rhytisma
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Sporomega
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Terriera
Ascomycota	Pezizomycotina	Leotiomycetes				Rhytismataceae		Tryblidiopsis
Ascomycota	Pezizomycotina	Leotiomycetes				Thelebolaceae		Antarctomyces
Ascomycota	Pezizomycotina	Leotiomycetes				Thelebolaceae		Ascozonus
Ascomycota	Pezizomycotina	Leotiomycetes				Thelebolaceae		Caccobius
Ascomycota	Pezizomycotina	Leotiomycetes				Thelebolaceae		Thelebolus
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Acephala
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Amylocarpus
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Brachyalara
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Cadophora
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Chaetomella
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Chalara
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Cystodendron
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Eleutheromyces
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Exochalara
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Fulvoflamma
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Gloeotinia
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Infundichalara
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Naemacyclus
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Phaeomollisia
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Piceomphale
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Pilidium
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Roesleria
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Satchmopsis
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales				Varicosporium
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Bulgariaceae		Bulgaria
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Calycellinopsis
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Cryptosporiopsis
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Dermea
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Discohainesia
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Mollisia
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Neofabraea
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae		Pezicula
Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Helotiaceae		Articulospora
