Taxonomy_highest	Subphylum	Class	Taxonomy_intermediate	Taxonomy_intermediate.1	Taxonomy_intermediate.2	Taxonomy_intermediate.3	Taxonomy_intermediate.4	Taxonomy_genus
Ascomycota	Pezizomycotina	Eurotiomycetes	Mycocaliciomycetidae	Mycocaliciales		Mycocaliciaceae		Mycocalicium
Ascomycota	Pezizomycotina	Eurotiomycetes	Mycocaliciomycetidae	Mycocaliciales		Mycocaliciaceae		Stenocybe
Ascomycota	Pezizomycotina	Eurotiomycetes	Mycocaliciomycetidae	Mycocaliciales		Sphinctrinaceae		Sphinctrina
Ascomycota	Pezizomycotina	Geoglossomycetes		Geoglossales		Geoglossaceae		Geoglossum
Ascomycota	Pezizomycotina	Geoglossomycetes		Geoglossales		Geoglossaceae		Sarcoleotia
Ascomycota	Pezizomycotina	Geoglossomycetes		Geoglossales		Geoglossaceae		Trichoglossum
Ascomycota	Pezizomycotina	Laboulbeniomycetes						Laboulbeniopsis
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Laboulbeniales		Ceratomycetaceae		Ceratomyces
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Laboulbeniales		Laboulbeniaceae		Botryandromyces
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Laboulbeniales		Laboulbeniaceae		Hesperomyces
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Laboulbeniales		Laboulbeniaceae		Rhachomyces
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Laboulbeniales		Laboulbeniaceae		Stigmatomyces
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Laboulbeniales		Laboulbeniaceae		Zodiomyces
Ascomycota	Pezizomycotina	Laboulbeniomycetes		Pyxidiophorales		Pyxidiophoraceae		Pyxidiophora
Ascomycota	Pezizomycotina	Lecanoromycetes						Timdalia
Ascomycota	Pezizomycotina	Lecanoromycetes		Candelariales		Candelariaceae		Candelaria
Ascomycota	Pezizomycotina	Lecanoromycetes		Candelariales		Candelariaceae		Candelariella
Ascomycota	Pezizomycotina	Lecanoromycetes		Umbilicariales		Umbilicariaceae		Lasallia
Ascomycota	Pezizomycotina	Lecanoromycetes		Umbilicariales		Umbilicariaceae		Umbilicaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales		Acarosporaceae		Acarospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales		Acarosporaceae		Glypholecia
Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales		Acarosporaceae		Phacopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales		Acarosporaceae		Pleopsidium
Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales		Acarosporaceae		Polysporina
Ascomycota	Pezizomycotina	Lecanoromycetes	Acarosporomycetidae	Acarosporales		Acarosporaceae		Sarcogyne
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae			Elixiaceae		Elixia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae			Fuscideaceae		Fuscidea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae			Fuscideaceae		Maronea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae			Fuscideaceae		Ropalospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae			Phlyctidaceae		Phlyctis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Letrouitiaceae		Letrouitia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Megalosporaceae		Megalospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Caloplaca
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Fulgensia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Josefpoeltia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Teloschistes
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Xanthodactylon
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Xanthomendoza
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae		Teloschistales	Teloschistaceae		Xanthoria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales				Biatoridium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales				Bilimbia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales				Leprocaulon
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales				Lopezaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales				Puttea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales				Schistophoron
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales		Ectolechiaceae		Badimia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales		Ectolechiaceae		Calopadia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales		Ectolechiaceae		Lasioloma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales		Ectolechiaceae		Lopadium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales		Ectolechiaceae		Sporopodium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Anziaceae		Anzia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Aphanopsidaceae		Aphanopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Arthrorhaphidaceae		Arthrorhaphis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Caliciaceae		Calicium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Caliciaceae		Cyphelium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Caliciaceae		Texosporium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Caliciaceae		Thelomma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Caliciaceae		Tholurna
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Catillariaceae		Catillaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Catillariaceae		Halecania
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Catillariaceae		Sporastatia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cetradoniaceae		Cetradonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Carassea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Cladia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Cladonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Gymnoderma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Heterodea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Metus
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Myelorrhiza
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Neophyllis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Pilophorus
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Pycnothelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Ramalea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Cladoniaceae		Thysanothecium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Crocyniaceae		Crocynia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Dactylosporaceae		Dactylospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Gypsoplacaceae		Gypsoplaca
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Haematommataceae		Haematomma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Adelolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Carbonea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Circinaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Lecanora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Lecidella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Maronina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Miriquidica
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Protoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Pycnora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Pyrrhospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Ramboldia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Rhizoplaca
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Scoliciosporum
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecanoraceae		Strangospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecideaceae		Hypocenomyce
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecideaceae		Lecidea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Lecideaceae		Steinia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Loxosporaceae		Loxospora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Megalariaceae		Megalaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Micareaceae		Helocarpon
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Micareaceae		Micarea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Micareaceae		Psilolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Micareaceae		Scutula
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Mycoblastaceae		Mycoblastus
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ophioparmaceae		Ophioparma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Alectoria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Allantoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Allocetraria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Almbornia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Arctocetraria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Arctoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Austroparmelina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Brodoa
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Bryoria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Bulbothrix
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Canoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Cetraria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Cetrariastrum
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Cetrariella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Cetrelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Cetreliopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Cornicularia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Dactylina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Emodomelanelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Evernia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Everniastrum
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Everniopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Flavocetraria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Flavoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Flavopunctelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Hypogymnia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Hypotrachyna
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Imshaugia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Kaernefeltia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Karoowia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Letharia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Lethariella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Masonhalea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Melanelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Melanelixia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Melanohalea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Menegazzia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Myelochroa
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Namakwa
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Nephromopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Nesolechia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Nipponoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Nodobryoria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Omphalodiella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Omphalodium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Pannoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmelaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmelina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmelinella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmelinopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmeliopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Parmotrema
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Platismatia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Pleurosticta
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Protousnea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Pseudephebe
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Pseudevernia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Punctelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Relicina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Relicinopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Remototrachyna
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Sulcaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Tuckermanella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Tuckermannopsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Usnea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Usnocetraria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Vulpicida
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Xanthomaculina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Parmeliaceae		Xanthoparmelia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Amandinea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Anaptychia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Buellia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Coscinocladium
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Dimelaena
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Diploicia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Diplotomma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Dirinaria
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Heterodermia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Hyperphyscia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Phaeophyscia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Phaeorrhiza
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Physcia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Physciella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Physconia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Pyxine
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Rinodina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Rinodinella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Santessonia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Physciaceae		Tornabea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Pilocarpaceae		Bapalmuia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Pilocarpaceae		Byssolecania
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Pilocarpaceae		Byssoloma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Pilocarpaceae		Fellhanera
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Pilocarpaceae		Fellhaneropsis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Porpidiaceae		Bellemerea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Porpidiaceae		Farnoldia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Porpidiaceae		Mycobilimbia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Porpidiaceae		Porpidia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Eremastrella
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Glyphopeltis
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Lecidoma
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Protoblastenia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Protomicarea
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Psora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Psoraceae		Psorula
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Bacidia
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Bacidina
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Biatora
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Boreoplaca
Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Lecanorales	Lecanorineae	Ramalinaceae		Cliostomum
